Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;ValorBruto;ValorPorM2;ValorBrutoPorM2;TipoAgregado
Apartamento;Méier;3;1;1;92;1300.0;630.0;125.0;2055.0;14.130434782608695;22.33695652173913;Apartamento
Apartamento;Leblon;4;1;1;160;7000.0;2200.0;350.0;9550.0;43.75;59.6875;Apartamento
Apartamento;Honório Gurgel;2;1;0;50;450.0;340.0;0.0;790.0;9.0;15.8;Apartamento
Apartamento;Barra da Tijuca;4;4;2;240;7000.0;3400.0;0.0;10400.0;29.16666666666667;43.33333333333334;Apartamento
Apartamento;Botafogo;2;1;1;88;3500.0;950.0;0.0;4450.0;39.77272727272727;50.56818181818182;Apartamento
Apartamento;Ipanema;3;1;0;100;3500.0;1580.0;380.0;5460.0;35.0;54.6;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;73;2000.0;750.0;0.0;2750.0;27.397260273972602;37.671232876712324;Apartamento
Apartamento;Laranjeiras;4;2;1;360;7000.0;1600.0;0.0;8600.0;19.444444444444443;23.88888888888889;Apartamento
Apartamento;Recreio dos Bandeirantes;5;3;4;120;3500.0;850.0;750.0;5100.0;29.16666666666667;42.5;Apartamento
Apartamento;Copacabana;4;0;0;170;5000.0;1700.0;300.0;7000.0;29.411764705882355;41.1764705882353;Apartamento
Apartamento;Ipanema;3;1;1;164;7000.0;2600.0;0.0;9600.0;42.68292682926829;58.536585365853654;Apartamento
Apartamento;Botafogo;2;0;0;65;2300.0;450.0;50.0;2800.0;35.384615384615394;43.07692307692307;Apartamento
Apartamento;Jacarepaguá;2;1;0;56;1200.0;409.0;35.0;1644.0;21.428571428571427;29.357142857142854;Apartamento
Apartamento;Copacabana;2;1;1;76;3500.0;1400.0;190.0;5090.0;46.05263157894736;66.97368421052633;Apartamento
Apartamento;Andaraí;3;0;0;103;1800.0;580.0;0.0;2380.0;17.475728155339805;23.10679611650485;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;3000.0;1400.0;0.0;4400.0;42.857142857142854;62.85714285714285;Apartamento
Apartamento;Praça Seca;4;2;3;245;2700.0;1380.0;145.0;4225.0;11.020408163265307;17.244897959183675;Apartamento
Apartamento;Ipanema;3;1;1;170;7500.0;1540.0;450.0;9490.0;44.11764705882353;55.82352941176471;Apartamento
Apartamento;Botafogo;3;2;0;88;3500.0;950.0;0.0;4450.0;39.77272727272727;50.56818181818182;Apartamento
Apartamento;Copacabana;4;1;0;190;5900.0;2600.0;500.0;9000.0;31.052631578947373;47.368421052631575;Apartamento
