Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;ValorBruto;ValorPorM2;ValorBrutoPorM2;TipoAgregado
Quitinete;Copacabana;1;0;0;40;1700.0;500.0;60.0;2260.0;42.5;56.5;Apartamento
Casa;Jardim Botânico;2;0;1;100;7000.0;0.0;0.0;7000.0;70.0;70.0;Casa
Apartamento;Centro;1;0;0;15;800.0;390.0;20.0;1210.0;53.333333333333336;80.66666666666667;Apartamento
Apartamento;Higienópolis;1;0;0;48;800.0;230.0;0.0;1030.0;16.666666666666668;21.458333333333332;Apartamento
Apartamento;Cachambi;2;0;0;50;1300.0;301.0;17.0;1618.0;26.0;32.36;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;750;22000.0;0.0;0.0;22000.0;29.333333333333332;29.333333333333332;Casa
Casa de Condomínio;Ramos;2;2;0;65;1000.0;0.0;0.0;1000.0;15.384615384615385;15.384615384615385;Casa
Apartamento;Grajaú;2;1;0;70;1500.0;642.0;74.0;2216.0;21.428571428571427;31.65714285714286;Apartamento
Apartamento;Lins de Vasconcelos;3;1;1;90;1500.0;455.0;14.0;1969.0;16.666666666666668;21.877777777777776;Apartamento
Apartamento;Copacabana;1;0;1;40;2000.0;561.0;50.0;2611.0;50.0;65.275;Apartamento
Quitinete;Copacabana;1;0;0;27;1800.0;501.0;0.0;2301.0;66.66666666666667;85.22222222222223;Apartamento
Apartamento;Copacabana;4;3;1;243;13000.0;2000.0;803.0;15803.0;53.49794238683128;65.03292181069959;Apartamento
Casa de Condomínio;Taquara;3;1;1;115;2000.0;0.0;0.0;2000.0;17.391304347826086;17.391304347826086;Casa
Apartamento;Freguesia (Jacarepaguá);3;0;0;54;950.0;300.0;28.0;1278.0;17.59259259259259;23.666666666666668;Apartamento
Apartamento;Barra da Tijuca;2;1;1;67;1700.0;589.0;147.0;2436.0;25.37313432835821;36.35820895522388;Apartamento
Apartamento;Tijuca;2;1;0;110;1900.0;700.0;138.0;2738.0;17.272727272727273;24.89090909090909;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;2;466;7500.0;2695.0;0.0;10195.0;16.09442060085837;21.877682403433475;Casa
Apartamento;Olaria;3;1;0;68;1000.0;670.0;0.0;1670.0;14.705882352941176;24.558823529411764;Apartamento
Apartamento;Tijuca;2;1;0;78;2000.0;700.0;0.0;2700.0;25.641025641025642;34.61538461538461;Apartamento
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9563.0;56.0;76.504;Apartamento
Apartamento;Tijuca;1;0;0;48;750.0;772.0;25.0;1547.0;15.625;32.229166666666664;Apartamento
Apartamento;Barra da Tijuca;3;3;1;175;4200.0;1500.0;500.0;6200.0;24.0;35.42857142857143;Apartamento
Casa;Campo Grande;4;1;2;400;12000.0;0.0;0.0;12000.0;30.0;30.0;Casa
Apartamento;Botafogo;2;1;0;76;2500.0;740.0;0.0;3240.0;32.89473684210526;42.63157894736842;Apartamento
Apartamento;Copacabana;3;1;2;378;10000.0;2150.0;700.0;12850.0;26.455026455026456;33.99470899470899;Apartamento
Apartamento;Copacabana;3;0;0;180;5500.0;1780.0;420.0;7700.0;30.555555555555557;42.77777777777778;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;105;2300.0;648.0;0.0;2948.0;21.904761904761905;28.076190476190476;Apartamento
Apartamento;Leblon;3;1;0;110;3900.0;1500.0;120.0;5520.0;35.45454545454545;50.18181818181818;Apartamento
Quitinete;Copacabana;1;0;0;27;1300.0;380.0;53.0;1733.0;48.148148148148145;64.18518518518519;Apartamento
Apartamento;Jardim Oceânico;3;3;1;200;3500.0;1780.0;496.0;5776.0;17.5;28.88;Apartamento
Apartamento;Barra da Tijuca;3;1;2;70;1800.0;1095.0;140.0;3035.0;25.714285714285715;43.357142857142854;Apartamento
Apartamento;Copacabana;4;1;0;244;5000.0;2500.0;4100.0;11600.0;20.491803278688526;47.540983606557376;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;4500.0;2000.0;450.0;6950.0;40.90909090909091;63.18181818181818;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;90;3000.0;1340.0;0.0;4340.0;33.333333333333336;48.22222222222222;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;100;2600.0;380.0;0.0;2980.0;26.0;29.8;Apartamento
Apartamento;Barra da Tijuca;3;1;1;72;2350.0;600.0;70.0;3020.0;32.638888888888886;41.94444444444444;Apartamento
Apartamento;Humaitá;2;2;1;180;4000.0;2500.0;300.0;6800.0;22.22222222222222;37.77777777777778;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;92;2300.0;840.0;200.0;3340.0;25.0;36.30434782608695;Apartamento
Apartamento;Centro;1;0;0;27;750.0;371.0;19.0;1140.0;27.77777777777778;42.22222222222222;Apartamento
Apartamento;Ipanema;1;0;0;35;2000.0;650.0;75.0;2725.0;57.142857142857146;77.85714285714286;Apartamento
Apartamento;Ipanema;1;0;0;38;1400.0;530.0;77.0;2007.0;36.8421052631579;52.81578947368421;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;83;1600.0;1160.0;157.0;2917.0;19.27710843373494;35.144578313253014;Apartamento
Casa de Condomínio;Barra da Tijuca;5;10;5;1600;25000.0;1600.0;0.0;26600.0;15.625;16.625;Casa
Apartamento;Barra da Tijuca;4;3;3;153;6500.0;2300.0;434.0;9234.0;42.48366013071895;60.35294117647059;Apartamento
Apartamento;Península;4;3;4;267;18000.0;3100.0;400.0;21500.0;67.41573033707866;80.52434456928839;Apartamento
Apartamento;Ipanema;3;1;0;87;3200.0;1305.0;217.0;4722.0;36.7816091954023;54.275862068965516;Apartamento
Apartamento;Méier;3;1;0;90;1550.0;844.0;80.0;2474.0;17.22222222222222;27.488888888888887;Apartamento
Apartamento;Vargem Pequena;3;1;0;53;1400.0;385.0;28.0;1813.0;26.41509433962264;34.20754716981132;Apartamento
Apartamento;Botafogo;3;1;1;108;5950.0;1405.0;289.0;7644.0;55.092592592592595;70.77777777777777;Apartamento
Apartamento;Maracanã;2;0;0;86;1800.0;600.0;82.0;2482.0;20.930232558139537;28.86046511627907;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;74;1850.0;675.0;200.0;2725.0;25.0;36.82432432432432;Apartamento
Apartamento;Jacarepaguá;3;1;1;74;1900.0;556.0;98.0;2554.0;25.675675675675677;34.513513513513516;Apartamento
Apartamento;Ipanema;3;2;1;150;8000.0;2400.0;0.0;10400.0;53.333333333333336;69.33333333333333;Apartamento
Apartamento;Ipanema;3;1;1;140;7900.0;2900.0;500.0;11300.0;56.42857142857143;80.71428571428571;Apartamento
Casa;Méier;2;0;0;51;1500.0;50.0;0.0;1550.0;29.41176470588235;30.392156862745097;Casa
Apartamento;Jardim Botânico;2;2;0;95;4000.0;1170.0;0.0;5170.0;42.10526315789474;54.421052631578945;Apartamento
Apartamento;Cachambi;2;0;0;60;1000.0;380.0;280.0;1660.0;16.666666666666668;27.666666666666668;Apartamento
Casa;São Conrado;4;2;4;730;28000.0;2000.0;12000.0;42000.0;38.35616438356164;57.534246575342465;Casa
Casa de Condomínio;Freguesia (Jacarepaguá);5;3;1;140;2500.0;1200.0;0.0;3700.0;17.857142857142858;26.428571428571427;Casa
Apartamento;Leblon;2;1;1;80;3500.0;990.0;245.0;4735.0;43.75;59.1875;Apartamento
Apartamento;Barra da Tijuca;4;4;4;240;12700.0;4400.0;1440.0;18540.0;52.916666666666664;77.25;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;2600.0;1364.0;406.0;4370.0;25.0;42.01923076923077;Apartamento
Apartamento;Vila Valqueire;2;1;0;45;800.0;280.0;14.0;1094.0;17.77777777777778;24.31111111111111;Apartamento
Apartamento;Gávea;2;1;0;70;2800.0;680.0;98.0;3578.0;40.0;51.114285714285714;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2700.0;1300.0;2042.0;6042.0;30.681818181818183;68.6590909090909;Apartamento
Apartamento;Centro;1;1;0;37;1100.0;540.0;900.0;2540.0;29.72972972972973;68.64864864864865;Apartamento
Apartamento;Cosme Velho;3;4;0;130;5500.0;1407.0;246.0;7153.0;42.30769230769231;55.02307692307692;Apartamento
Apartamento;Bonsucesso;2;1;0;77;1500.0;740.0;0.0;2240.0;19.48051948051948;29.09090909090909;Apartamento
Apartamento;Barra da Tijuca;3;2;2;85;2500.0;1400.0;190.0;4090.0;29.41176470588235;48.11764705882353;Apartamento
Apartamento;Todos os Santos;3;1;1;78;1450.0;630.0;73.0;2153.0;18.58974358974359;27.602564102564102;Apartamento
Apartamento;Laranjeiras;2;1;0;54;2300.0;582.0;0.0;2882.0;42.592592592592595;53.370370370370374;Apartamento
Quitinete;Centro;0;0;0;30;800.0;505.0;0.0;1305.0;26.666666666666668;43.5;Apartamento
Apartamento;Jacarepaguá;2;1;1;69;2000.0;780.0;0.0;2780.0;28.985507246376812;40.289855072463766;Apartamento
Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;9170.0;58.333333333333336;76.41666666666667;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2750.0;1300.0;138.0;4188.0;35.256410256410255;53.69230769230769;Apartamento
Apartamento;Itanhangá;2;1;0;60;1000.0;450.0;150.0;1600.0;16.666666666666668;26.666666666666668;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;2400.0;1700.0;135.0;4235.0;26.666666666666668;47.05555555555556;Apartamento
Apartamento;Humaitá;2;1;0;86;4000.0;1259.0;188.0;5447.0;46.51162790697674;63.33720930232558;Apartamento
Quitinete;Flamengo;0;0;0;28;1000.0;581.0;53.0;1634.0;35.714285714285715;58.357142857142854;Apartamento
Apartamento;Barra da Tijuca;1;1;1;70;1700.0;870.0;143.0;2713.0;24.285714285714285;38.75714285714286;Apartamento
Apartamento;Tijuca;2;1;0;80;1800.0;1100.0;84.0;2984.0;22.5;37.3;Apartamento
Casa de Vila;Piedade;2;1;0;70;1300.0;0.0;0.0;1300.0;18.571428571428573;18.571428571428573;Casa
Apartamento;Tijuca;3;1;0;172;2700.0;780.0;170.0;3650.0;15.69767441860465;21.22093023255814;Apartamento
Apartamento;Freguesia (Jacarepaguá);4;3;2;261;2800.0;2535.0;3900.0;9235.0;10.727969348659004;35.383141762452105;Apartamento
Apartamento;Ipanema;3;1;1;145;8000.0;14768.0;4394.0;27162.0;55.172413793103445;187.32413793103447;Apartamento
Apartamento;Olaria;2;1;0;53;1100.0;160.0;0.0;1260.0;20.754716981132077;23.77358490566038;Apartamento
Quitinete;Copacabana;1;0;0;29;1200.0;460.0;0.0;1660.0;41.37931034482759;57.241379310344826;Apartamento
Apartamento;Botafogo;2;1;1;83;2800.0;560.0;138.0;3498.0;33.734939759036145;42.144578313253014;Apartamento
Apartamento;Botafogo;2;1;1;80;4300.0;1178.0;187.0;5665.0;53.75;70.8125;Apartamento
Apartamento;Lagoa;3;1;2;250;13900.0;2500.0;0.0;16400.0;55.6;65.6;Apartamento
Apartamento;Leblon;3;2;1;147;7500.0;1028.0;247.0;8775.0;51.02040816326531;59.69387755102041;Apartamento
Apartamento;Copacabana;2;1;0;67;3500.0;950.0;160.0;4610.0;52.23880597014925;68.80597014925372;Apartamento
Apartamento;Ipanema;3;1;1;150;25000.0;1616.0;4255.0;30871.0;166.66666666666666;205.80666666666667;Apartamento
Apartamento;Barra da Tijuca;4;3;2;220;7500.0;3911.0;716.0;12127.0;34.09090909090909;55.122727272727275;Apartamento
Apartamento;Catete;2;0;0;77;2400.0;1130.0;140.0;3670.0;31.16883116883117;47.66233766233766;Apartamento
Apartamento;Jardim Carioca;2;1;0;55;1350.0;430.0;47.0;1827.0;24.545454545454547;33.21818181818182;Apartamento
Casa;Maracanã;8;3;5;259;7000.0;0.0;0.0;7000.0;27.027027027027028;27.027027027027028;Casa
Apartamento;Leblon;3;1;0;85;3900.0;800.0;1211.0;5911.0;45.88235294117647;69.54117647058824;Apartamento
Apartamento;Catete;2;0;0;75;3350.0;455.0;0.0;3805.0;44.666666666666664;50.733333333333334;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;1200.0;880.0;144.0;2224.0;13.333333333333334;24.711111111111112;Apartamento
Casa;Benfica;1;0;0;33;1200.0;0.0;0.0;1200.0;36.36363636363637;36.36363636363637;Casa
Quitinete;Glória;1;0;0;16;1400.0;300.0;210.0;1910.0;87.5;119.375;Apartamento
Apartamento;Praça Seca;2;0;0;80;900.0;350.0;0.0;1250.0;11.25;15.625;Apartamento
Apartamento;Vila Isabel;1;0;0;37;1000.0;285.0;24.0;1309.0;27.027027027027028;35.37837837837838;Apartamento
Apartamento;Copacabana;3;0;0;150;5500.0;1780.0;420.0;7700.0;36.666666666666664;51.333333333333336;Apartamento
Apartamento;Lagoa;3;1;1;127;5000.0;1540.0;370.0;6910.0;39.37007874015748;54.40944881889764;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;74;1700.0;652.0;104.0;2456.0;22.972972972972972;33.189189189189186;Apartamento
Apartamento;Barra da Tijuca;3;2;1;128;3000.0;1384.0;324.0;4708.0;23.4375;36.78125;Apartamento
Apartamento;Gávea;3;1;1;160;8000.0;2000.0;0.0;10000.0;50.0;62.5;Apartamento
Apartamento;Copacabana;3;1;1;200;6200.0;1800.0;420.0;8420.0;31.0;42.1;Apartamento
Apartamento;Barra da Tijuca;2;1;0;58;1500.0;666.0;106.0;2272.0;25.862068965517242;39.172413793103445;Apartamento
Apartamento;Botafogo;3;1;1;100;5500.0;1300.0;220.0;7020.0;55.0;70.2;Apartamento
Apartamento;Barra da Tijuca;4;2;3;320;5500.0;2700.0;800.0;9000.0;17.1875;28.125;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;1000.0;1040.0;112.0;2152.0;13.333333333333334;28.69333333333333;Apartamento
Apartamento;Ipanema;2;0;2;52;10000.0;3689.0;393.0;14082.0;192.30769230769232;270.8076923076923;Apartamento
Apartamento;Leblon;4;4;4;380;40000.0;4700.0;1500.0;46200.0;105.26315789473684;121.57894736842105;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;740.0;258.0;3198.0;21.153846153846153;30.75;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2600.0;1700.0;237.0;4537.0;36.111111111111114;63.013888888888886;Apartamento
Apartamento;Taquara;2;1;0;75;1200.0;330.0;75.0;1605.0;16.0;21.4;Apartamento
Apartamento;Botafogo;4;1;1;190;5500.0;1720.0;350.0;7570.0;28.94736842105263;39.8421052631579;Apartamento
Quitinete;Catete;0;0;0;20;700.0;500.0;28.0;1228.0;35.0;61.4;Apartamento
Apartamento;Ipanema;4;6;1;700;65000.0;8860.0;5699.0;79559.0;92.85714285714286;113.65571428571428;Apartamento
Apartamento;Méier;2;0;0;56;899.0;402.0;135.0;1436.0;16.053571428571427;25.642857142857142;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;71;1200.0;600.0;54.0;1854.0;16.901408450704224;26.112676056338028;Apartamento
Apartamento;Lagoa;3;1;2;105;3600.0;1100.0;281.0;4981.0;34.285714285714285;47.43809523809524;Apartamento
Apartamento;Copacabana;3;1;1;500;15000.0;2580.0;366.0;17946.0;30.0;35.892;Apartamento
Apartamento;Tijuca;3;0;0;87;1600.0;650.0;100.0;2350.0;18.39080459770115;27.011494252873565;Apartamento
Apartamento;Botafogo;1;0;0;35;1500.0;470.0;50.0;2020.0;42.857142857142854;57.714285714285715;Apartamento
Apartamento;Ipanema;3;3;1;220;22000.0;4000.0;1200.0;27200.0;100.0;123.63636363636364;Apartamento
Apartamento;Copacabana;3;0;0;100;3300.0;850.0;90.0;4240.0;33.0;42.4;Apartamento
Apartamento;Barra da Tijuca;3;1;2;93;2500.0;1100.0;0.0;3600.0;26.881720430107528;38.70967741935484;Apartamento
Apartamento;Engenho Novo;2;2;0;78;800.0;915.0;55.0;1770.0;10.256410256410257;22.692307692307693;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2500.0;1573.0;197.0;4270.0;29.41176470588235;50.23529411764706;Apartamento
Apartamento;Leblon;2;1;1;115;7500.0;980.0;270.0;8750.0;65.21739130434783;76.08695652173913;Apartamento
Apartamento;Botafogo;2;1;1;70;3700.0;1133.0;147.0;4980.0;52.857142857142854;71.14285714285714;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;95;1600.0;650.0;0.0;2250.0;16.842105263157894;23.68421052631579;Apartamento
Apartamento;Barra da Tijuca;4;4;4;392;30000.0;7000.0;3000.0;40000.0;76.53061224489795;102.04081632653062;Apartamento
Apartamento;Campo Grande;2;0;0;60;1200.0;570.0;0.0;1770.0;20.0;29.5;Apartamento
Apartamento;Flamengo;1;0;0;40;1900.0;430.0;54.0;2384.0;47.5;59.6;Apartamento
Apartamento;Engenho de Dentro;3;1;1;61;1400.0;498.0;0.0;1898.0;22.950819672131146;31.114754098360656;Apartamento
Apartamento;Copacabana;3;2;1;250;7000.0;1500.0;434.0;8934.0;28.0;35.736;Apartamento
Apartamento;Ipanema;3;2;1;200;15000.0;1500.0;572.0;17072.0;75.0;85.36;Apartamento
Apartamento;Copacabana;3;1;0;140;3700.0;1347.0;0.0;5047.0;26.428571428571427;36.05;Apartamento
Apartamento;Copacabana;2;0;0;50;2500.0;750.0;760.0;4010.0;50.0;80.2;Apartamento
Casa;Jardim Carioca;3;2;1;135;3000.0;0.0;0.0;3000.0;22.22222222222222;22.22222222222222;Casa
Apartamento;Tijuca;3;1;1;78;2500.0;730.0;178.0;3408.0;32.05128205128205;43.69230769230769;Apartamento
Quitinete;Centro;0;0;0;28;700.0;400.0;16.0;1116.0;25.0;39.857142857142854;Apartamento
Apartamento;Lagoa;3;1;1;75;4000.0;1250.0;309.0;5559.0;53.333333333333336;74.12;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;102;1850.0;882.0;0.0;2732.0;18.137254901960784;26.784313725490197;Apartamento
Apartamento;Tijuca;1;0;0;65;1200.0;320.0;0.0;1520.0;18.46153846153846;23.384615384615383;Apartamento
Apartamento;Barra da Tijuca;2;1;0;60;1500.0;1266.0;233.0;2999.0;25.0;49.983333333333334;Apartamento
Apartamento;Copacabana;4;1;2;210;13000.0;2200.0;650.0;15850.0;61.904761904761905;75.47619047619048;Apartamento
Apartamento;Maracanã;3;2;3;158;2400.0;1265.0;0.0;3665.0;15.189873417721518;23.196202531645568;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;2000.0;1548.0;260.0;3808.0;24.096385542168676;45.87951807228916;Apartamento
Apartamento;Laranjeiras;5;2;1;400;9000.0;3000.0;0.0;12000.0;22.5;30.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;84;1900.0;1103.0;212.0;3215.0;22.61904761904762;38.273809523809526;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;77;1600.0;850.0;165.0;2615.0;20.77922077922078;33.96103896103896;Apartamento
Apartamento;São Conrado;4;4;4;510;25000.0;6600.0;0.0;31600.0;49.01960784313726;61.96078431372549;Apartamento
Apartamento;Tijuca;3;0;0;75;1800.0;350.0;0.0;2150.0;24.0;28.666666666666668;Apartamento
Apartamento;Ipanema;3;1;1;126;5500.0;1400.0;2000.0;8900.0;43.65079365079365;70.63492063492063;Apartamento
Casa;Lins de Vasconcelos;2;0;0;40;950.0;0.0;50.0;1000.0;23.75;25.0;Casa
Apartamento;Leblon;4;2;2;250;17500.0;4990.0;620.0;23110.0;70.0;92.44;Apartamento
Apartamento;Copacabana;4;2;2;436;17000.0;3900.0;1000.0;21900.0;38.99082568807339;50.22935779816514;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;3;2;173;3200.0;1800.0;0.0;5000.0;18.497109826589597;28.90173410404624;Apartamento
Apartamento;Tijuca;2;1;1;71;1500.0;600.0;0.0;2100.0;21.12676056338028;29.577464788732396;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;1900.0;1200.0;121.0;3221.0;23.45679012345679;39.76543209876543;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;595;30000.0;2500.0;2510.0;35010.0;50.42016806722689;58.84033613445378;Casa
Apartamento;Leblon;3;1;0;87;3800.0;970.0;273.0;5043.0;43.67816091954023;57.96551724137931;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;4;4;267;6500.0;700.0;3308.0;10508.0;24.344569288389515;39.355805243445694;Casa
Apartamento;Laranjeiras;4;1;2;288;7000.0;1870.0;582.0;9452.0;24.305555555555557;32.81944444444444;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;102;1900.0;688.0;0.0;2588.0;18.627450980392158;25.372549019607842;Apartamento
Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0;5500.0;60.0;78.57142857142857;Apartamento
Apartamento;Pilares;3;0;0;65;1200.0;350.0;16.0;1566.0;18.46153846153846;24.092307692307692;Apartamento
Apartamento;Barra da Tijuca;3;3;2;169;6500.0;1886.0;450.0;8836.0;38.46153846153846;52.28402366863905;Apartamento
Quitinete;Copacabana;1;0;0;23;1000.0;562.0;0.0;1562.0;43.47826086956522;67.91304347826087;Apartamento
Apartamento;Laranjeiras;3;1;1;90;2400.0;1311.0;0.0;3711.0;26.666666666666668;41.233333333333334;Apartamento
Apartamento;Tijuca;2;0;0;50;1800.0;347.0;25.0;2172.0;36.0;43.44;Apartamento
Apartamento;Ipanema;3;1;1;140;6500.0;1800.0;506.0;8806.0;46.42857142857143;62.9;Apartamento
Apartamento;Campo Grande;2;0;0;60;800.0;380.0;0.0;1180.0;13.333333333333334;19.666666666666668;Apartamento
Apartamento;Ipanema;4;1;1;170;12000.0;1210.0;4222.0;17432.0;70.58823529411765;102.54117647058824;Apartamento
Casa;Tijuca;4;1;1;191;4000.0;300.0;0.0;4300.0;20.94240837696335;22.513089005235603;Casa
Apartamento;Centro;1;0;0;35;1350.0;420.0;24.0;1794.0;38.57142857142857;51.25714285714286;Apartamento
Apartamento;Tijuca;2;0;0;63;1400.0;440.0;61.0;1901.0;22.22222222222222;30.174603174603174;Apartamento
Casa de Condomínio;São Conrado;3;2;1;250;5500.0;750.0;500.0;6750.0;22.0;27.0;Casa
Apartamento;Copacabana;3;1;0;112;3800.0;1123.0;286.0;5209.0;33.92857142857143;46.50892857142857;Apartamento
Apartamento;Tijuca;3;1;0;129;1800.0;850.0;116.0;2766.0;13.953488372093023;21.441860465116278;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;8600.0;2300.0;250.0;11150.0;53.75;69.6875;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;93;1400.0;1300.0;0.0;2700.0;15.053763440860216;29.032258064516128;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;93;1800.0;650.0;95.0;2545.0;19.35483870967742;27.365591397849464;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;2200.0;1600.0;350.0;4150.0;36.666666666666664;69.16666666666667;Apartamento
Apartamento;Taquara;2;2;0;55;790.0;350.0;0.0;1140.0;14.363636363636363;20.727272727272727;Apartamento
Quitinete;Centro;1;0;0;33;990.0;463.0;25.0;1478.0;30.0;44.78787878787879;Apartamento
Apartamento;Copacabana;2;0;0;54;1800.0;590.0;0.0;2390.0;33.333333333333336;44.25925925925926;Apartamento
Apartamento;Catete;2;1;1;70;3300.0;1365.0;180.0;4845.0;47.142857142857146;69.21428571428571;Apartamento
Apartamento;Copacabana;5;1;3;390;10000.0;1000.0;1000.0;12000.0;25.641025641025642;30.76923076923077;Apartamento
Apartamento;Maracanã;2;1;0;53;1300.0;492.0;16.0;1808.0;24.528301886792452;34.113207547169814;Apartamento
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;1379.0;28.571428571428573;39.4;Apartamento
Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0;5067.0;21.341463414634145;30.896341463414632;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1200.0;524.0;13.0;1737.0;20.0;28.95;Apartamento
Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0;1142.0;17.0;22.84;Apartamento
Apartamento;Botafogo;2;1;1;79;4315.0;1110.0;187.0;5612.0;54.620253164556964;71.0379746835443;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;615.0;3.0;2218.0;20.0;27.725;Apartamento
Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0;1619.0;36.111111111111114;44.97222222222222;Apartamento
Apartamento;Jardim Oceânico;4;4;3;190;5700.0;1069.0;808.0;7577.0;30.0;39.87894736842105;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;0;84;1500.0;900.0;0.0;2400.0;17.857142857142858;28.571428571428573;Apartamento
Apartamento;São Cristóvão;2;0;0;50;1000.0;600.0;0.0;1600.0;20.0;32.0;Apartamento
Quitinete;Copacabana;1;0;0;26;1400.0;370.0;21.0;1791.0;53.84615384615385;68.88461538461539;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;1000;30000.0;2695.0;23715.0;56410.0;30.0;56.41;Casa
Apartamento;Ilha do Governador;3;1;0;83;1500.0;440.0;132.0;2072.0;18.072289156626507;24.96385542168675;Apartamento
Apartamento;Olaria;2;0;0;90;1000.0;150.0;0.0;1150.0;11.11111111111111;12.777777777777779;Apartamento
Apartamento;Humaitá;1;0;0;57;3990.0;860.0;100.0;4950.0;70.0;86.84210526315789;Apartamento
Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0;3180.0;26.31578947368421;33.473684210526315;Apartamento
Casa de Vila;Jardim Sulacap;2;1;2;115;1600.0;1.0;60.0;1661.0;13.91304347826087;14.443478260869565;Casa
Apartamento;Leblon;4;2;2;200;11000.0;2900.0;580.0;14480.0;55.0;72.4;Apartamento
Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;0.0;2724.0;30.158730158730158;43.23809523809524;Apartamento
Apartamento;Gávea;2;1;1;100;3900.0;1300.0;320.0;5520.0;39.0;55.2;Apartamento
Apartamento;Ipanema;3;2;1;165;7500.0;2200.0;532.0;10232.0;45.45454545454545;62.012121212121215;Apartamento
Apartamento;Ipanema;3;2;2;160;6000.0;3500.0;4600.0;14100.0;37.5;88.125;Apartamento
Apartamento;Flamengo;1;1;0;48;2100.0;580.0;70.0;2750.0;43.75;57.291666666666664;Apartamento
Apartamento;Leblon;2;1;1;87;4800.0;1300.0;361.0;6461.0;55.172413793103445;74.26436781609195;Apartamento
Casa de Vila;Oswaldo Cruz;1;0;1;40;800.0;0.0;0.0;800.0;20.0;20.0;Casa
Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1400.0;1500.0;5400.0;23.80952380952381;51.42857142857143;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;163;1800.0;92.0;46.0;1938.0;11.042944785276074;11.889570552147239;Casa
Quitinete;Copacabana;1;0;0;30;1300.0;370.0;30.0;1700.0;43.333333333333336;56.666666666666664;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;3500.0;1410.0;270.0;5180.0;43.75;64.75;Apartamento
Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;0.0;6400.0;50.0;62.745098039215684;Apartamento
Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;3818.0;22.5;31.816666666666666;Apartamento
Apartamento;Humaitá;2;2;1;112;4500.0;1300.0;0.0;5800.0;40.17857142857143;51.785714285714285;Apartamento
Apartamento;Vila da Penha;2;0;0;60;900.0;160.0;25.0;1085.0;15.0;18.083333333333332;Apartamento
Apartamento;Lagoa;1;1;0;75;2800.0;800.0;210.0;3810.0;37.333333333333336;50.8;Apartamento
Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;9563.0;56.0;76.504;Apartamento
